Date,Price,Inventory
2011/2/21,29030,129222
2011/2/18,28285,129396
2011/2/17,28300,129924
2011/2/16,28555,130098
2011/2/15,28900,130248
2011/2/14,28680,130422
2011/2/11,27835,131112
2011/2/10,28010,131898
2011/2/9,28260,132330
2011/2/8,27855,132936
2011/2/7,28705,132828
2011/2/4,28350,132798
2011/2/3,27780,133500
2011/2/2,27715,134172
2011/2/1,27655,134442
2011/1/31,27075,134040
2011/1/28,26825,134298
2011/1/27,26800,135186
2011/1/26,26155,134862
2011/1/25,25755,134958
2011/1/24,26270,135174
2011/1/21,25900,135696
2011/1/20,25650,137124
2011/1/19,26200,137238
2011/1/18,26360,137352
2011/1/17,25990,137766
2011/1/14,25465,136302
2011/1/13,25725,136662
2011/1/12,25770,135096
2011/1/11,24595,135864
2011/1/10,24050,136806
2011/1/7,24345,136896
2011/1/6,24875,137040
2011/1/5,24710,136860
2011/1/4,25175,136890
2010/12/31,24960,135672
2010/12/30,24120,135444
2010/12/29,,135720
2010/12/24,23855,136878
2010/12/23,23795,136308
2010/12/22,24500,135282
2010/12/21,24575,134508
2010/12/20,24880,132810
2010/12/17,24695,131862
2010/12/16,24255,131418
2010/12/15,24280,131166
2010/12/14,24790,130974
2010/12/13,24180,131064
2010/12/10,23685,131184
2010/12/9,23755,131196
2010/12/8,23750,131592
2010/12/7,24050,131412
2010/12/6,23450,131178
2010/12/3,23505,130908
2010/12/2,23675,130788
2010/12/1,23305,131802
2010/11/30,22595,130866
2010/11/29,22755,130908
2010/11/26,22510,131472
2010/11/25,22610,130518
2010/11/24,21900,130434
2010/11/23,21290,130818
2010/11/22,21615,130014
2010/11/19,21685,130104
2010/11/18,21500,130110
2010/11/17,21475,130146
2010/11/16,22195,130686
2010/11/15,22525,130422
2010/11/12,23625,130356
2010/11/11,24200,130116
2010/11/10,24350,129834
2010/11/9,24350,129678
2010/11/8,24205,129216
2010/11/5,24450,129102
2010/11/4,23970,129126
2010/11/3,23625,128730
2010/11/2,23315,128802
2010/11/1,23260,129144
2010/10/29,22700,128160
2010/10/28,23080,128262
2010/10/27,22950,126972
2010/10/26,23185,127254
2010/10/25,23755,126768
2010/10/22,23405,125670
2010/10/21,23715,124836
2010/10/20,23475,124572
2010/10/19,23505,124104
2010/10/18,23670,123822
2010/10/15,24250,124056
2010/10/14,24355,124176
2010/10/13,24110,124140
2010/10/12,24150,123714
2010/10/11,24470,123474
2010/10/8,23705,123222
2010/10/7,24730,122994
2010/10/6,24875,123132
2010/10/5,24260,123270
2010/10/4,23835,123540
2010/10/1,,123594
2010/9/30,23390,122556
2010/9/29,23200,122658
2010/9/28,22810,122208
2010/9/27,23175,121032
2010/9/24,22900,120594
2010/9/23,22670,120060
2010/9/22,22300,119592
2010/9/21,22810,118878
2010/9/20,23345,119244
2010/9/17,23425,119412
2010/9/16,23255,119760
2010/9/15,23180,119856
2010/9/14,22840,119034
2010/9/13,23080,118818
2010/9/10,22825,119160
2010/9/9,22580,118956
2010/9/8,22450,119280
2010/9/7,21635,119490
2010/9/6,21910,119886
2010/9/3,21875,120354
2010/9/2,21455,120510
2010/9/1,21045,120090
2010/8/31,20710,118662
2010/8/27,,118860
2010/8/26,20275,118956
2010/8/25,20145,118302
2010/8/24,20710,117510
2010/8/23,21220,116556
2010/8/20,21325,116388
2010/8/19,22200,115668
2010/8/18,21875,115968
2010/8/17,21850,116592
2010/8/16,21400,117012
2010/8/13,,117000
2010/8/12,21030,116694
2010/8/11,21775,116298
2010/8/10,22055,116034
2010/8/9,22565,116274
2010/8/6,22085,117336
2010/8/5,21985,117780
2010/8/4,21520,117870
2010/8/3,21505,118158
2010/8/2,21420,118380
2010/7/30,20560,117498
2010/7/29,20385,116778
2010/7/28,20435,116334
2010/7/27,20725,115950
2010/7/26,20415,116262
2010/7/23,20380,116814
2010/7/22,19825,117210
2010/7/21,19215,117762
2010/7/20,18810,118206
2010/7/19,18735,118536
2010/7/16,19220,119070
2010/7/15,19315,119562
2010/7/14,19515,119796
2010/7/13,19300,119964
2010/7/12,19210,120240
2010/7/9,19130,120660
2010/7/8,19325,121326
2010/7/7,18990,121716
2010/7/6,18855,122172
2010/7/5,18775,122514
2010/7/2,19115,123420
2010/7/1,19150,123768
2010/6/30,19430,124026
2010/6/29,19935,124362
2010/6/28,20210,125508
2010/6/25,19500,126312
2010/6/24,19250,126618
2010/6/23,19430,127422
2010/6/22,19400,128178
2010/6/21,19935,128784
2010/6/18,19305,129798
2010/6/17,19685,131052
2010/6/16,19555,131712
2010/6/15,20105,133320
2010/6/14,19730,133320
2010/6/11,19300,133794
2010/6/10,19105,134646
2010/6/9,18780,135168
2010/6/8,17955,135486
2010/6/7,18050,135402
2010/6/4,18300,135942
2010/6/3,19205,136848
2010/6/2,19880,137436
2010/6/1,,138396
2010/5/28,21555,138506
2010/5/27,21600,138786
2010/5/26,21460,138648
2010/5/25,21145,138444
2010/5/24,21595,138576
2010/5/21,21200,139518
2010/5/20,21050,139332
2010/5/19,21055,139962
2010/5/18,21475,139962
2010/5/17,21050,140874
2010/5/14,22200,142080
2010/5/13,22680,142620
2010/5/12,22805,143496
2010/5/11,22075,143874
2010/5/10,23160,144168
2010/5/7,22170,144930
2010/5/6,21670,145446
2010/5/5,22560,145446
2010/5/4,25650,145782
2010/4/30,25810,145314
2010/4/29,25700,145884
2010/4/28,25450,145350
2010/4/27,26850,145458
2010/4/26,27325,145722
2010/4/23,26800,146592
2010/4/22,27000,147684
2010/4/21,26425,148842
2010/4/20,27310,149946
2010/4/19,26405,150474
2010/4/16,27600,151242
2010/4/15,26690,151878
2010/4/14,25875,153306
2010/4/13,25443.5,153924
2010/4/12,25580,154584
2010/4/9,25200,155130
2010/4/8,24440,155670
2010/4/7,24560,156012
2010/4/6,24550,157512
2010/4/2,,156846
2010/4/1,25475,157512
2010/3/31,24950,156426
2010/3/30,24200,156090
2010/3/29,23950,156348
2010/3/26,23650,155922
2010/3/25,22675,156996
2010/3/24,22195,157338
2010/3/23,22340,157368
2010/3/22,21855,157710
2010/3/19,22700,157752
2010/3/18,22250,158478
2010/3/17,22125,158364
2010/3/16,22000,158382
2010/3/15,21300,158598
2010/3/12,21800,158940
2010/3/11,21325,159384
2010/3/10,21995,159702
2010/3/9,21945,159912
2010/3/8,22550,160224
2010/3/5,22500,160884
2010/3/4,22875,161598
2010/3/3,22555,162096
2010/3/2,21500,162840
2010/3/1,21370,163224
2010/2/26,20495,162666
2010/2/25,20275,161742
2010/2/24,20065,160830
2010/2/23,20430,161178
2010/2/22,20535,162474
2010/2/19,20210,163542
2010/2/18,20235,163818
2010/2/17,20150,164478
2010/2/16,19600,164856
2010/2/15,,165084
2010/2/12,17945,165462
2010/2/11,17945,166356
2010/2/10,17850,166026
2010/2/9,17425,166188
2010/2/8,17035,166476
2010/2/5,17350,166386
2010/2/4,18255,166224
2010/2/3,18060,165726
2010/2/2,18125,165828
2010/2/1,18025,165870
2010/1/29,18730,164808
2010/1/28,18150,163518
2010/1/27,17935,163704
2010/1/26,18295,162588
2010/1/25,18375,162786
2010/1/22,18455,162270
2010/1/21,18805,161706
2010/1/20,18985,161282
2010/1/19,18645,161622
2010/1/18,18635,161664
2010/1/15,18325,161994
2010/1/14,18350,161550
2010/1/13,17735,159648
2010/1/12,17765,159726
2010/1/11,18300,159792
2010/1/8,18125,158982
2010/1/7,18750,158814
2010/1/6,18955,158388
2010/1/5,18615,158424
2010/1/4,18855,158424
2009/12/31,18480,158010
2009/12/30,18855,153936
2009/12/29,18975,152898
2009/12/24,18640,152400
2009/12/23,17955,150564
2009/12/22,17700,150612
2009/12/21,17515,150498
2009/12/18,17050,148458
2009/12/17,17005,147690
2009/12/16,17210,146856
2009/12/15,16730,145926
2009/12/14,16690,145758
2009/12/11,16525,144846
2009/12/10,16470,143766
2009/12/9,16160,143430
2009/12/8,15810,143136
2009/12/7,,142860
2009/12/4,15905,142770
2009/12/3,16080,141456
2009/12/2,16400,140826
2009/12/1,16265,140646
2009/11/30,16030,137280
2009/11/27,16125,135480
2009/11/26,16775,133446
2009/11/25,16800,133056
2009/11/24,16610,133230
2009/11/23,16855,132528
2009/11/20,16660,132828
2009/11/19,16940,132912
2009/11/18,17300,132930
2009/11/17,16660,132912
2009/11/16,16460,131880
2009/11/13,16185,131748
2009/11/12,16330,131730
2009/11/11,17050,131640
2009/11/10,16850,131388
2009/11/9,17430,131304
2009/11/6,17805,130062
2009/11/5,17810,129846
2009/11/4,18165,129642
2009/11/3,17805,129384
2009/11/2,18170,129528
2009/10/30,18465,126822
2009/10/29,18460,125772
2009/10/28,18500,124326
2009/10/27,18900,123744
2009/10/26,19150,123420
2009/10/23,19495,123492
2009/10/22,19455,123582
2009/10/21,18825,123666
2009/10/20,19170,123498
2009/10/19,18830,123240
2009/10/16,18645,123120
2009/10/15,18175,122700
2009/10/14,18130,121956
2009/10/13,18560,121392
2009/10/12,18810,121572
2009/10/9,18960,121608
2009/10/8,19175,121416
2009/10/7,18135,121326
2009/10/6,17825,121194
2009/10/5,17150,121212
2009/10/2,17175,120828
2009/10/1,17565,120912
2009/9/30,17335,119490
2009/9/29,16895,119022
2009/9/28,16525,118998
2009/9/25,17025,117270
2009/9/24,17650,117408
2009/9/23,17705,117474
2009/9/22,17650,117528
2009/9/21,16705,118380
2009/9/18,17305,118620
2009/9/17,17455,118806
2009/9/16,17155,119040
2009/9/15,16725,119166
2009/9/14,16655,118572
2009/9/11,,118296
2009/9/10,,118026
2009/9/9,,117972
2009/9/8,18555,117504
2009/9/7,17745,117144
2009/9/4,17955,116640
2009/9/3,,116214
2009/9/2,17900,115710
2009/9/1,18530,116268
2009/8/28,19595,113442
2009/8/27,19390,112026
2009/8/26,19500,110190
2009/8/25,19600,109980
2009/8/24,,110028
2009/8/21,19525,109608
2009/8/20,19250,109014
2009/8/19,19100,109296
2009/8/18,19880,108834
2009/8/17,18975,108366
2009/8/14,,108156
2009/8/13,21070,107826
2009/8/12,19270,107364
2009/8/11,20175,106902
2009/8/10,20475,106458
2009/8/7,19505,106044
2009/8/6,20075,105684
2009/8/5,19740,105810
2009/8/4,18680,105828
2009/8/3,18580,105864
2009/7/31,17650,105888
2009/7/30,16850,106188
2009/7/29,16350,106488
2009/7/28,16995,106992
2009/7/27,16895,106968
2009/7/24,16625,106992
2009/7/23,16300,107634
2009/7/22,15855,107430
2009/7/21,15780,108162
2009/7/20,16375,108264
2009/7/17,15880,108714
2009/7/16,15850,107988
2009/7/15,15880,108648
2009/7/14,15455,109092
2009/7/13,14360,109602
2009/7/10,14455,109716
2009/7/9,14975,109626
2009/7/8,15450,109374
2009/7/7,16070,109374
2009/7/6,15380,109284
2009/7/3,16255,109584
2009/7/2,16185,109584
2009/7/1,15775,109584
2009/6/30,16010,109242
2009/6/29,15780,109476
2009/6/26,15875,108960
2009/6/25,15355,108060
2009/6/24,15195,108672
2009/6/23,14750,108288
2009/6/22,14700,108084
2009/6/19,15200,108108
2009/6/18,14760,108162
2009/6/17,14650,108186
2009/6/16,14950,108192
2009/6/15,15050,108804
2009/6/12,15600,108948
2009/6/11,15435,108612
2009/6/10,15395,108888
2009/6/9,14650,109062
2009/6/8,14325,108750
2009/6/5,14605,108672
2009/6/4,13805,108708
2009/6/3,14260,109128
2009/6/2,14505,109194
2009/6/1,14275,109314
2009/5/29,13770,110346
2009/5/28,13340,109860
2009/5/27,13310,108642
2009/5/26,12800,109596
2009/5/22,12525,109776
2009/5/21,12300,109704
2009/5/20,12435,109674
2009/5/19,12700,109788
2009/5/18,12060,110190
2009/5/15,12280,110202
2009/5/14,12175,111006
2009/5/13,12455,111648
2009/5/12,13335,111972
2009/5/11,12775,112308
2009/5/8,13255,113040
2009/5/7,13035,112068
2009/5/6,12005,112782
2009/5/5,11900,113550
2009/5/1,,114204
2009/4/30,,114474
2009/4/29,11100,114426
2009/4/28,10825,106452
2009/4/27,11010,105822
2009/4/24,11050,106728
2009/4/23,11410,107376
2009/4/22,11385,107154
2009/4/21,11470,106518
2009/4/20,12230,105846
2009/4/17,12430,105396
2009/4/16,12270,105348
2009/4/15,12400,105264
2009/4/14,11405,106068
2009/4/9,10755,106326
2009/4/8,10615,106494
2009/4/7,10585,106878
2009/4/6,10800,106830
2009/4/3,10310,107340
2009/4/2,10210,107688
2009/4/1,9555,107682
2009/3/31,9405,106698
2009/3/30,9455,107094
2009/3/27,9500,106068
2009/3/26,9780,105138
2009/3/25,9485,104028
2009/3/24,9625,102552
2009/3/23,9815,101436
2009/3/20,9905,101616
2009/3/19,10015,101778
2009/3/18,9705,101298
2009/3/17,10005,100422
2009/3/16,9835,100002
2009/3/13,9535,99756
2009/3/12,9540,99840
2009/3/11,9755,99984
2009/3/10,9780,99552
2009/3/9,9575,99636
2009/3/6,9780,99270
2009/3/5,9785,99324
2009/3/4,9760,99294
2009/3/3,9675,99378
2009/3/2,9605,98604
2009/2/27,9675,98382
2009/2/26,10105,97728
2009/2/25,9730,97374
2009/2/24,9475,96096
2009/2/23,9510,94500
2009/2/20,9575,93024
2009/2/19,9860,92310
2009/2/18,9725,91494
2009/2/17,9980,90972
2009/2/16,9920,90402
2009/2/13,10400,89328
2009/2/12,10135,88728
2009/2/11,10550,88152
2009/2/10,10925,87288
2009/2/9,11505,86706
2009/2/6,11500,85452
2009/2/5,11510,84042
2009/2/4,11605,83964
2009/2/3,11285,84078
2009/2/2,11205,84084
2009/1/30,10870,83700
2009/1/29,,83718
2009/1/28,,82764
2009/1/27,,81966
2009/1/26,,81468
2009/1/23,,80358
2009/1/22,11105,79830
2009/1/21,11030,79932
2009/1/20,10815,79104
2009/1/19,10880,79008
2009/1/16,10755,78714
2009/1/15,10610,78768
2009/1/14,10475,78660
2009/1/13,10355,78798
2009/1/12,10150,78642
2009/1/9,11375,78594
2009/1/8,11475,78804
2009/1/7,12515,78912
2009/1/6,13420,78870
2009/1/5,12405,78918
2009/1/2,12710,78822
2008/12/31,,78390
2008/12/30,9860,77922
2008/12/29,9500,77682
2008/12/24,,77640
2008/12/23,,76476
2008/12/22,9970,75366
2008/12/19,9655,74244
2008/12/18,9460,72936
2008/12/17,9705,70722
2008/12/16,9660,70056
2008/12/15,10105,69948
2008/12/12,10210,69234
2008/12/11,10610,68640
2008/12/10,9330,66216
2008/12/9,9200,66054
2008/12/8,9150,65310
2008/12/5,9080,64740
2008/12/4,9055,64944
2008/12/3,9260,64134
2008/12/2,9580,63966
2008/12/1,9760,63810
2008/11/28,9705,63606
2008/11/27,10160,63264
2008/11/26,10205,62928
2008/11/25,10110,62442
2008/11/24,10105,62148
2008/11/21,10105,61794
2008/11/20,9655,61404
2008/11/19,10205,61014
2008/11/18,10350,60534
2008/11/17,10450,60162
2008/11/14,11100,59748
2008/11/13,10405,58380
2008/11/12,10550,58176
2008/11/11,10960,57924
2008/11/10,11905,57786
2008/11/7,11405,57810
2008/11/6,11455,57876
2008/11/5,12035,57936
2008/11/4,11810,58074
2008/11/3,11355,57858
2008/10/31,11305,57480
2008/10/30,12625,57630
2008/10/29,12505,57810
2008/10/28,11640,57084
2008/10/27,9800,56856
2008/10/24,8810,56586
2008/10/23,9105,56304
2008/10/22,10410,55470
2008/10/21,10450,55332
2008/10/20,10155,55422
2008/10/17,10335,55554
2008/10/16,11430,55866
2008/10/15,11675,56034
2008/10/14,13220,56256
2008/10/13,12400,56280
2008/10/10,11950,54936
2008/10/9,12850,54966
2008/10/8,13410,55032
2008/10/7,14005,55260
2008/10/6,14405,55434
2008/10/3,,55752
2008/10/2,,55974
2008/10/1,,56034
2008/9/30,,56070
2008/9/29,,55596
2008/9/26,,54342
2008/9/25,16725,53190
2008/9/24,16800,53358
2008/9/23,16510,52752
2008/9/22,17105,52050
2008/9/19,16215,52326
2008/9/18,16850,51864
2008/9/17,17475,51486
2008/9/16,17570,51540
2008/9/15,17900,51372
2008/9/12,,50922
2008/9/11,18430,50802
2008/9/10,18400,50376
2008/9/9,18625,50166
2008/9/8,18660,49326
2008/9/5,18560,48984
2008/9/4,19575,48834
2008/9/3,19425,48690
2008/9/2,19255,48474
2008/9/1,19415,48228
2008/8/29,20300,47022
2008/8/28,20350,47160
2008/8/27,20410,46890
2008/8/26,20195,47094
2008/8/22,21000,46830
2008/8/21,21105,46332
2008/8/20,19555,45774
2008/8/19,18800,45636
2008/8/18,18100,45432
2008/8/15,18505,45444
2008/8/14,19100,45246
2008/8/13,18050,45060
2008/8/12,17635,44814
2008/8/11,17950,45138
2008/8/8,17850,45270
2008/8/7,18550,45264
2008/8/6,17495,44886
2008/8/5,17445,44910
2008/8/4,18005,44688
2008/8/1,18155,44442
2008/7/31,18635,44526
2008/7/30,18220,44622
2008/7/29,18260,44124
2008/7/28,18150,44358
2008/7/25,18225,43380
2008/7/24,19010,43368
2008/7/23,20235,43188
2008/7/22,20380,43554
2008/7/21,20400,43728
2008/7/18,20405,43788
2008/7/17,20450,44526
2008/7/16,20305,45498
2008/7/15,20745,45756
2008/7/14,20705,45954
2008/7/11,21650,46398
2008/7/10,21880,46686
2008/7/9,20510,46818
2008/7/8,20615,46956
2008/7/7,20530,46968
2008/7/4,20400,47016
2008/7/3,20965,47058
2008/7/2,21275,46860
2008/7/1,21735,46692
2008/6/30,21675,46536
2008/6/27,21600,46482
2008/6/26,21905,46128
2008/6/25,21530,46218
2008/6/24,21605,46296
2008/6/23,22150,46734
2008/6/20,22505,46860
2008/6/19,22605,46776
2008/6/18,23610,46818
2008/6/17,23500,46998
2008/6/16,23600,46956
2008/6/13,24550,47088
2008/6/12,23950,47220
2008/6/11,,47238
2008/6/10,22450,47160
2008/6/9,21855,47304
2008/6/6,,47490
2008/6/5,22700,47592
2008/6/4,22000,47712
2008/6/3,22505,47940
2008/6/2,21605,47994
2008/5/30,22130,48108
2008/5/29,22050,48522
2008/5/28,22680,48504
2008/5/27,23060,48558
2008/5/23,23355,48690
2008/5/22,24455,48870
2008/5/21,25300,49128
2008/5/20,25815,49278
2008/5/19,,49494
2008/5/16,26295,49638
2008/5/15,26455,49452
2008/5/14,26575,49452
2008/5/13,26775,49734
2008/5/12,,50112
2008/5/9,,50898
2008/5/8,27600,51030
2008/5/7,28430,51234
2008/5/6,28310,51378
2008/5/2,27600,51420
2008/5/1,,51432
2008/4/30,,51462
2008/4/29,28450,51708
2008/4/28,29050,51774
2008/4/25,28830,51942
2008/4/24,28675,51978
2008/4/23,28335,52266
2008/4/22,28500,52308
2008/4/21,28650,52080
2008/4/18,28645,52170
2008/4/17,29405,52224
2008/4/16,30025,51960
2008/4/15,28630,52038
2008/4/14,28600,51174
2008/4/11,28505,51552
2008/4/10,29430,51882
2008/4/9,28905,52068
2008/4/8,28275,52074
2008/4/7,28290,52014
2008/4/4,28730,49950
2008/4/3,,50022
2008/4/2,28900,50226
2008/4/1,28855,50370
2008/3/31,29805,49866
2008/3/28,31150,49992
2008/3/27,29975,49332
2008/3/26,29030,48582
2008/3/25,29675,47622
2008/3/20,28285,47802
2008/3/19,29605,47568
2008/3/18,30160,47286
2008/3/17,31210,46866
2008/3/14,32650,47040
2008/3/13,32285,47172
2008/3/12,31380,47226
2008/3/11,32155,47298
2008/3/10,32610,47394
2008/3/7,33200,47448
2008/3/6,33300,47556
2008/3/5,31655,47592
2008/3/4,33250,47592
2008/3/3,31900,47712
2008/2/29,31505,47874
2008/2/28,30325,47868
2008/2/27,28900,47586
2008/2/26,27850,47658
2008/2/25,28450,47976
2008/2/22,28550,47958
2008/2/21,28400,47832
2008/2/20,27655,47376
2008/2/19,27750,47190
2008/2/18,27405,47040
2008/2/15,27605,46824
2008/2/14,27405,46782
2008/2/13,27605,46824
2008/2/12,,46998
2008/2/11,,46968
2008/2/8,27800,46926
2008/2/7,,46782
2008/2/6,,46770
2008/2/5,,46650
2008/2/4,27350,46968
2008/2/1,27705,47052
2008/1/31,27550,47214
2008/1/30,27460,47064
2008/1/29,,46914
2008/1/28,,46806
2008/1/25,27010,46656
2008/1/24,26860,46590
2008/1/23,,46398
2008/1/22,26550,46344
2008/1/21,27330,46176
2008/1/18,27600,46422
2008/1/17,27715,46524
2008/1/16,27900,46602
2008/1/15,28450,46692
2008/1/14,28710,46908
2008/1/11,27610,47544
2008/1/10,28155,47886
2008/1/9,28800,48036
2008/1/8,28855,48156
2008/1/7,27905,48126
2008/1/4,29515,47784
2008/1/3,28105,47892
2008/1/2,,47940
2007/12/31,,47946
2007/12/28,,47946
2007/12/27,27005,47184
2007/12/24,,47184
2007/12/21,26500,47310
2007/12/20,26255,47430
2007/12/19,25980,47412
2007/12/18,25700,46956
2007/12/17,,46686
2007/12/14,25900,46314
2007/12/13,,46104
2007/12/12,25600,46098
2007/12/11,26005,45480
2007/12/10,25805,45012
2007/12/7,26400,44778
2007/12/6,25530,44316
2007/12/5,25600,44292
2007/12/4,25595,44496
2007/12/3,26610,44334
2007/11/30,,44862
2007/11/29,27755,44904
2007/11/28,,44424
2007/11/27,28310,44028
2007/11/26,,43956
2007/11/23,28475,43560
2007/11/22,29385,43350
2007/11/21,,42630
2007/11/20,29900,42324
2007/11/19,,41994
2007/11/16,31250,41388
2007/11/15,32150,41172
2007/11/14,33405,41154
2007/11/13,33350,41130
2007/11/12,33655,40878
2007/11/9,32100,40608
2007/11/8,31855,40536
2007/11/7,32095,39984
2007/11/6,31550,39876
2007/11/5,31155,39990
2007/11/2,31705,38928
2007/11/1,31650,37662
2007/10/31,30900,37608
2007/10/30,30910,37428
2007/10/29,31170,37374
2007/10/26,31550,37332
2007/10/25,31005,37470
2007/10/24,31150,37308
2007/10/23,31705,37206
2007/10/22,31150,37068
2007/10/19,32350,36534
2007/10/18,31605,36360
2007/10/17,31155,36054
2007/10/16,31200,35964
2007/10/15,32450,36036
2007/10/12,31805,36180
2007/10/11,32300,36438
2007/10/10,30805,35976
2007/10/9,30260,35640
2007/10/8,29550,35448
2007/10/5,,35250
2007/10/4,,32928
2007/10/3,,32964
2007/10/2,,32910
2007/10/1,,32934
2007/9/28,30035,35250
2007/9/27,32510,32304
2007/9/26,32760,31734
2007/9/25,32505,30954
2007/9/24,32655,30660
2007/9/21,32605,29892
2007/9/20,32975,29760
2007/9/19,32060,29736
2007/9/18,29210,29958
2007/9/17,28055,29964
2007/9/14,28000,29190
2007/9/13,27000,28404
2007/9/12,27050,27744
2007/9/11,26800,27246
2007/9/10,26330,26760
2007/9/7,27305,25932
2007/9/6,26700,25548
2007/9/5,27725,25086
2007/9/4,28050,24804
2007/9/3,29405,24324
2007/8/31,30250,24126
2007/8/30,27775,23286
2007/8/29,27200,23436
2007/8/28,27390,23106
2007/8/24,26605,21126
2007/8/23,28100,21078
2007/8/22,27800,20466
2007/8/21,26150,20454
2007/8/20,26130,20262
2007/8/17,25525,20304
2007/8/16,25055,19752
2007/8/15,26510,19458
2007/8/14,27800,19086
2007/8/13,26205,19224
2007/8/10,25405,18804
2007/8/9,26780,18324
2007/8/8,28305,17826
2007/8/7,29325,16674
2007/8/6,29230,15948
2007/8/3,29450,15138
2007/8/2,30600,14808
2007/8/1,30760,14412
2007/7/31,31550,13980
2007/7/30,30415,14100
2007/7/27,30805,13686
2007/7/26,31275,13086
2007/7/25,31850,12612
2007/7/24,32355,12642
2007/7/23,34525,11838
2007/7/20,34600,11346
2007/7/19,33800,10950
2007/7/18,32155,10824
2007/7/17,31800,10524
2007/7/16,31910,10524
2007/7/13,32605,10314
2007/7/12,33405,10302
2007/7/11,33150,10080
2007/7/10,32700,9954
2007/7/9,34860,9882
2007/7/6,,9366
2007/7/5,36200,9090
2007/7/4,36475,9114
2007/7/3,36355,8886
2007/7/2,36950,8856
2007/6/29,35850,8910
2007/6/28,37430,9066
2007/6/27,36800,8886
2007/6/26,38400,8418
2007/6/25,37710,8550
2007/6/22,37605,9030
2007/6/21,36800,9048
2007/6/20,38705,9042
2007/6/19,39240,9276
2007/6/18,41900,9288
2007/6/15,41300,9288
2007/6/14,41100,9126
2007/6/13,41100,9048
2007/6/12,41205,8922
2007/6/11,44115,8880
2007/6/8,43800,8856
2007/6/7,44510,8604
2007/6/6,48405,8406
2007/6/5,49355,8460
2007/6/4,50310,7956
2007/6/1,50450,7914
2007/5/31,50900,7872
2007/5/30,50590,7698
2007/5/29,50995,7722
2007/5/25,51000,7452
2007/5/24,50305,7200
2007/5/23,50200,6834
2007/5/22,53735,5388
2007/5/21,54100,4986
2007/5/18,52300,4824
2007/5/17,52490,4866
2007/5/16,54200,4872
2007/5/15,53995,4674
2007/5/14,53200,4740
2007/5/11,53500,4698
2007/5/10,52750,4446
2007/5/9,53000,4458
2007/5/8,52805,4632
2007/5/4,,4716
2007/5/3,,4722
2007/5/2,,4776
2007/5/1,,4980
2007/4/30,,5016
2007/4/27,50095,5112
2007/4/26,48700,5052
2007/4/25,49800,4842
2007/4/24,51805,4314
2007/4/23,51300,4074
2007/4/20,50600,4056
2007/4/19,50105,4266
2007/4/18,50050,4458
2007/4/17,49900,4020
2007/4/16,50200,4272
2007/4/13,49900,4374
2007/4/12,48900,4458
2007/4/11,50805,4494
2007/4/10,52350,4632
2007/4/5,52375,4812
2007/4/4,50680,5124
2007/4/3,49755,5166
2007/4/2,47650,5232
2007/3/30,45500,5418
2007/3/29,45600,5292
2007/3/28,45515,5496
2007/3/27,45700,5370
2007/3/26,45500,4902
2007/3/23,45610,4932
2007/3/22,47650,4314
2007/3/21,47200,4302
2007/3/20,49400,3648
2007/3/19,50345,3702
2007/3/16,49500,3564
2007/3/15,49300,3594
2007/3/14,47405,3816
2007/3/13,47200,3876
2007/3/12,46600,3948
2007/3/9,45050,3870
2007/3/8,45545,3426
2007/3/7,44800,3648
2007/3/6,43600,3810
2007/3/5,42475,3690
2007/3/2,44310,3486
2007/3/1,45340,3342
2007/2/28,44405,3294
2007/2/27,44500,3282
2007/2/26,44110,3510
2007/2/23,43300,3492
2007/2/22,,3450
2007/2/21,,3930
2007/2/20,,4398
2007/2/19,,4434
2007/2/16,,4152
2007/2/15,41605,3990
2007/2/14,40280,3924
2007/2/13,38700,3768
2007/2/12,38410,3750
2007/2/9,38505,3678
2007/2/8,37900,3654
2007/2/7,38950,3120
2007/2/6,39900,2982
2007/2/5,41400,3222
2007/2/2,40800,3222
2007/2/1,39500,3366
2007/1/31,39100,3972
2007/1/30,40355,4278
2007/1/29,40995,4278
2007/1/26,40500,4878
2007/1/25,41305,4950
2007/1/24,41205,5016
2007/1/23,40605,5064
2007/1/22,38650,5052
2007/1/19,37300,5178
2007/1/18,36600,5322
2007/1/17,35880,5316
2007/1/16,35940,5406
2007/1/15,35355,5676
2007/1/12,36500,5916
2007/1/11,35255,6300
2007/1/10,32900,6456
2007/1/9,32900,6690
2007/1/8,33210,6798
2007/1/5,34805,6084
2007/1/4,33955,6234
2007/1/3,32980,6570
2007/1/2,,6594
2006/12/28,34600,6480
2006/12/27,34455,6582
2006/12/22,34300,7092
2006/12/21,32700,7350
2006/12/20,34550,7428
2006/12/19,34455,7242
2006/12/18,35100,7182
2006/12/15,35455,6933
2006/12/14,35300,6726
2006/12/13,34155,6504
2006/12/12,34550,6408
2006/12/11,34700,5994
2006/12/8,34900,5730
2006/12/7,34440,5658
2006/12/6,34805,6048
2006/12/5,35155,6336
2006/12/4,34410,6204
2006/12/1,34600,6066
2006/11/30,34705,6726
2006/11/29,33050,6564
2006/11/28,34395,6660
2006/11/27,34580,6942
2006/11/24,34495,6354
2006/11/23,32450,6480
2006/11/22,32150,6330
2006/11/21,31605,6864
2006/11/20,30955,7032
2006/11/17,30100,7140
2006/11/16,30605,7194
2006/11/15,29995,7362
2006/11/14,31300,7512
2006/11/13,30300,7542
2006/11/10,31400,7362
2006/11/9,31000,7614
2006/11/8,31660,7500
2006/11/7,32390,7416
2006/11/6,31225,7278
2006/11/3,32690,6684
